"id","name","packaging_signalled","bottlesize_signalled","fill_level_signalled","state_signalled","bottlesize_l","fill_level","state","packaging","sold","price"
22801,"Chateau Mouton-Rothschild 1987 0,75 l",1,1,1,1,0.75,"ts-hs","ts-hs, Etikett stark verschmutzt, stark kellergrau, Kapsel ganz leicht beschädigt, US-Re-Import","lose",1,225
22802,"Bodegas Gallego Zapatero Yotuel Finca La Nava 2012 0,75 l",NULL,1,1,1,0.75,"1 cm","1 cm, Etiketten ganz leicht verschmutzt","None",1,100
22803,"Domaine Armand Rousseau Chambertin Grand Cru 1998 0,75 l",NULL,1,1,1,0.75,"1 cm","1 cm, Etikett beschädigt, leicht verschmutzt, Kapsel oxidiert","None",NULL,0
22804,"Domaine du Pegau Chateauneuf-du-Pape Cuvee Reservee 2010 0,75 l(1)",NULL,1,1,1,0.75,"0","0,5 cm","None",1,290
22805,"Domaine de la Romanee-Conti La Tache Grand Cru 2000 0,75 l",NULL,1,1,1,0.75,"0,5 cm","0,5 cm, Etikett stark beschädigt, stark verschmutzt","None",NULL,0
22806,"Bodegas Gallego Zapatero Yotuel Vinas Viejas 2005 0,75 l",NULL,1,1,1,0.75,"in","in, Etiketten ganz leicht verschmutzt","None",1,70
22807,"Outpost Zinfandel 2013 0,75 l",NULL,1,1,1,0.75,"in","in","None",1,90
22808,"Chateau Pavie 1979 0,75 l(1)",NULL,1,1,1,0.75,"in","in, Etikett ganz leicht beschädigt, ganz leicht verschmutzt","None",NULL,0
22809,"Weingut Müller-Catoir Mußbacher Eselshaut Rieslaner Auslese 2000 0,375 l",NULL,1,1,1,0.37,"0","0,5 cm","None",NULL,0
22810,"Barthelme Blanck Muscat d´Alsace Tete de Cuvee 1984 0,75 l(1)",1,1,1,1,0.75,"2,5 cm","2,5 cm, Etikett ganz leicht verschmutzt, ganz leicht kellergrau","lose",NULL,0
22811,"Chateau Mouton-Rothschild 1995 0,75 l",NULL,1,1,1,0.75,"hf-in","hf-in","None",NULL,0
22812,"Domaine de Villeneuve Chateauneuf-du-Pape ""Vielles Vignes"" 1998 0,75 l(6)",NULL,1,1,1,0.75,"0,5 cm","0,5 cm, Etiketten ganz leicht verschmutzt","None",NULL,0
22813,"Weingut Müller-Catoir Mußbacher Eselshaut Riesling Eiswein 2001 0,375 l",NULL,1,1,1,0.37,"0","0,5 cm","None",NULL,0
22814,"Chateau Nenin 1996 0,75 l(1)",NULL,1,1,1,0.75,"in","in, Etikett leicht beschädigt, ganz leicht verschmutzt","None",NULL,0
22815,"Ökonomierat Rebholz Siebeldinger Im Sonnenschein Spätburgunder Spätlese trocken 1994 1,5 l",NULL,1,1,1,1.5,"in","in","None",NULL,0
22816,"Domaine Tempier La Tourtine Bandol rouge 1989 1,5 l",NULL,1,1,1,1.5,"in","in, Etiketten ganz leicht verschmutzt","None",NULL,0
22817,"Chateau Figeac 1969 0,75 l",NULL,1,1,1,0.75,"Abfüller","Abfüller: Cruse, hs, Etikett ganz leicht beschädigt, verschmutzt, leicht kellergrau","None",NULL,0
22818,"Roederer, Louis Cristal Rosé Brut 2004 0,75 l",1,1,1,1,0.75,"0","0,5 cm","1er OC",1,270
22819,"Turley Cellars Zinfandel Dogtown 2004 0,75 l",NULL,1,1,1,0.75,"2 cm","2 cm","None",NULL,0
22820,"Turley Cellars Zinfandel Dogtown 2004 0,75 l",NULL,1,1,1,0.75,"2 cm","2 cm","None",1,70
22821,"Turley Cellars Zinfandel Dogtown 2004 0,75 l",NULL,1,1,1,0.75,"2 cm","2 cm","None",1,70
22822,"Turley Cellars Zinfandel Dogtown 2004 0,75 l",NULL,1,1,1,0.75,"2 cm","2 cm","None",1,70
22823,"Turley Cellars Zinfandel Pesenti 2004 0,75 l",NULL,1,1,1,0.75,"2 cm","2 cm","None",1,90
22824,"Chateau Leoville-Barton 1998 0,75 l",1,1,1,1,0.75,"in","in, Kapsel ganz leicht beschädigt","12er OHK",1,680
22825,"Gantenbein Pinot Noir  2015 0,75 l",1,1,1,1,0.75,"0","0,5 cm","lose",1,170
22826,"Alzinger, Leo Grüner Veltliner Reserve 2016 0,75 l",1,1,1,1,0.75,"0","0,5 cm","lose",1,80
22827,"Domaine Ramonet Chassagne-Montrachet Village Rouge  2017 0,75 l",NULL,1,1,1,0.75,"0","0,5 cm","None",1,70
22828,"Chateau de Beaucastel Chateauneuf-du-Pape Roussanne Vieilles Vignes blanc 1995 0,75 l(1)",NULL,1,1,1,0.75,"2 cm","2 cm, Etikett ganz leicht verschmutzt","None",1,160
22829,"Chateau Rayas Chateauneuf-du-Pape Reserve 2010 0,75 l",NULL,1,1,1,0.75,"0","0,5 cm","None",1,920
22830,"Chateau Rayas Fonsalette Cote du Rhone Reserve 2007 0,75 l",NULL,1,1,1,0.75,"0","0,5 cm","None",1,170
22831,"Domaine Vieux Donjon Chateauneuf-du-Pape 1998 0,75 l",NULL,1,1,1,0.75,"1 cm","1 cm, Etiketten ganz leicht verschmutzt","None",1,390
22832,"Chateau Musar Chateau Musar red 1970 0,75 l",NULL,1,1,1,0.75,"hs","hs, Etikett leicht beschädigt, verschmutzt","None",1,285
22833,"Dana Estates Helms Vineyard Cabernet Sauvignon 2006 0,75 l",NULL,1,1,1,0.75,"in","in","None",NULL,0
22834,"Dana Estates Lotus Vineyard Cabernet Sauvignon 2006 0,75 l",NULL,1,1,1,0.75,"in","in","None",NULL,0
22835,"Moueix, Chr./John Daniel Society Napanook, 2e vin de Dominus 1997 0,75 l",NULL,1,1,1,0.75,"in","in","None",1,600
22836,"Weil, Robert Kiedricher Gräfenberg Riesling Erstes Gewächs 2016 0,75 l",NULL,1,1,1,0.75,"0,5 cm","0,5 cm, 1x Kratzer auf dem Etikett","None",1,90
22837,"Laurent Perrier Grand Siecle Cuvee Alexandra Rosé Brut 2004 0,75 l",NULL,1,1,1,0.75,"0","0,5 cm","None",1,150
22838,"Comte Georges de Vogue Chambolle Musigny Village 2001 0,75 l",NULL,1,1,1,0.75,"0,5 cm","0,5 cm, Etikett ganz leicht verschmutzt","None",1,140
22839,"Domaine Palisses-Beaumont Gevrey Chambertin Village 1999 0,75 l",NULL,1,1,1,0.75,"0,5 cm","0,5 cm, Etiketten ganz leicht verschmutzt","None",1,100
22840,"Domaine Leon Barral Faugeres Jadis 2000 1,5 l",NULL,1,1,1,1.5,"1 cm","1 cm, Etikett ganz leicht verschmutzt, Kapsel ganz leicht beschädigt","None",1,45
22841,"Domaine Didier Daguenau Pouilly-Fumé ""Silex"" 2011 0,75 l",NULL,1,1,1,0.75,"2 cm","2 cm","None",1,265
22842,"Chateau Mouton-Rothschild Le Petit Mouton 2012 0,75 l",1,1,1,1,0.75,"in","in","6er OHK",1,840
22843,"Chateau Mouton-Rothschild 1988 1,5 l",NULL,1,1,1,1.5,"ts","ts, Etikett leicht verschmutzt, leicht kellergrau","None",1,610
22844,"Chateau Haut-Brion 1988 1,5 l",NULL,1,1,1,1.5,"2,5 cm","2,5 cm, Etikett ganz leicht verschmutzt, Kapsel beschädigt","None",1,720
22845,"Chateau Bourgneuf 1989 0,375 l",NULL,1,1,1,0.37,"ts","ts, Etiketten ganz leicht verschmutzt, Kapsel ganz leicht beschädigt","None",1,135
22846,"Clos des Papes, Avril Chateauneuf-du-Pape 2003 1,5 l",NULL,1,1,1,1.5,"1,5 cm","1,5 cm, Etikett ganz leicht verschmutzt","None",1,185
22847,"Clos des Papes, Avril Chateauneuf-du-Pape 2003 1,5 l",NULL,1,1,1,1.5,"3 cm","3 cm, Etikett ganz leicht verschmutzt","None",1,185
22848,"Weingut Keller Dalsheimer Hubacker Riesling Grosses Gewächs 2012 0,75 l",NULL,1,1,1,0.75,"0","0,5 cm","None",1,200
22849,"Moet & Chandon Dom Perignon Rosé Brut 2003 0,75 l",NULL,1,1,1,0.75,"0","0,5 cm","None",1,175
22850,"Duc de Maravat Armagnac 1905 0,7 l",NULL,1,1,1,0.7,"1 cm","1 cm, Etikett ganz leicht verschmutzt, Schultersiegel beschädigt","None",1,305
22851,"Chateau Guiraud 2011 0,75 l",NULL,1,1,1,0.75,"in","in","None",1,40
22852,"Weingut Forstmeister Geltz Zilliken Saarburger Rausch Riesling Auslese Lange Goldkapsel Versteigerungswein 1989 0,375 l",NULL,1,1,1,0.37,"0,5 cm","0,5 cm, Etikett leicht verschmutzt","None",NULL,0
22853,"Clavelier, Bruno Gevrey Chambertin Les Corbeaux 1er Cru 2016 0,75 l",1,1,1,1,0.75,"0","0,5 cm","lose",NULL,0
22854,"Chateau Mouton-Rothschild 1947 0,75 l",NULL,1,1,1,0.75,"ms","ms, Etikett ganz leicht beschädigt, verschmutzt, Kapsel stark beschädigt, Flaschennummer: 06890, Kapsel oxidiert und korrodiert","None",1,1.8
22855,"Stag's Leap Wine Cellars Cabernet Sauvignon ""Fay Vineyard"" 2008 0,75 l",NULL,1,1,1,0.75,"in","in","None",NULL,0
22856,"Sterling Vineyards SVR Reserve Proprietary Red 1995 0,75 l",NULL,1,1,1,0.75,"in","in","None",NULL,0
22857,"Barbeito Sercial Madeira 1907 0,75 l",NULL,1,1,1,0.75,"in","in","None",1,360
22858,"Moet & Chandon Dom Perignon Brut 1990 0,75 l",NULL,1,1,1,0.75,"1 cm","1 cm, Kapsel ganz leicht beschädigt","None",1,790
22859,"Moet & Chandon Dom Perignon Brut 1990 0,75 l",NULL,1,1,1,0.75,"1 cm","1 cm, Etiketten ganz leicht beschädigt","None",1,500
22860,"Moet & Chandon Dom Perignon Brut 1990 0,75 l",NULL,1,1,1,0.75,"1 cm","1 cm","None",1,500
22861,"Moet & Chandon Dom Perignon Brut 1990 0,75 l",NULL,1,1,1,0.75,"1 cm","1 cm, Kapsel ganz leicht beschädigt","None",1,250
22862,"Moet & Chandon Dom Perignon Brut 1993 0,75 l",1,1,1,1,0.75,"1 cm","1 cm","1er OC",1,175
22863,"Moet & Chandon Dom Perignon Brut 1995 0,75 l",1,1,1,1,0.75,"1 cm","1 cm, Kapsel ganz leicht beschädigt","1er OC",1,200
22864,"Moet & Chandon Dom Perignon Brut 1996 0,75 l",1,1,1,1,0.75,"1 cm","1 cm, Kapsel ganz leicht beschädigt","1er OC",1,230
22865,"Moet & Chandon Dom Perignon Rosé Brut 1969 0,75 l",NULL,1,1,1,0.75,"1,5 cm","1,5 cm, Kapsel ganz leicht beschädigt, Depotbildung","None",NULL,0
22866,"Moet & Chandon Dom Perignon Rosé Brut 1969 0,75 l",NULL,1,1,1,0.75,"1,5 cm","1,5 cm, Kapsel ganz leicht beschädigt, Depotbildung","None",NULL,0
22867,"Moet & Chandon   Brut Imperial 1981 0,75 l",NULL,1,1,1,0.75,"1 cm","1 cm","None",1,390
22868,"Chateau Palmer 1991 0,75 l",NULL,1,1,1,0.75,"in","in, Etikett ganz leicht verschmutzt","None",1,120
22869,"Chateau Palmer 1992 0,75 l",NULL,1,1,1,0.75,"in","in, Etiketten ganz leicht beschädigt, 1 x Etikett faltig","None",1,210
22870,"Chateau Palmer 1992 0,75 l",NULL,1,1,1,0.75,"in","in, Etiketten ganz leicht beschädigt","None",1,180
22871,"Masi - Serego Alighieri  Vaio Armaron Amarone della Valpolicella Classico 1998 0,75 l",NULL,1,1,1,0.75,"1 cm","1 cm","None",1,80
22872,"Errazuriz Kai Carmenere 2013 0,75 l",NULL,1,1,1,0.75,"ts","ts","None",1,65
22873,"Weingut Dr. Crusius Schlossböckelheimer Felsenberg Riesling Beerenauslese 2006 0,75 l",NULL,1,1,1,0.75,"0,5 cm","0,5 cm, Versteigerungswein","None",1,90
22874,"Chateau Grand Moueys Chateau Grand Moueys ""Tresor"" 1997 0,75 l",1,1,1,1,0.75,"in","in, Etiketten ganz leicht verschmutzt","6er OHK",1,40
22875,"Antinori Tignanello 1996 1,5 l",1,1,1,1,1.5,"ts","ts, Leckspuren","1er OHK",1,235
22876,"Castiglion del Bosco Brunello di Montalcino Campo del Drago 1999 0,75 l",1,1,1,1,0.75,"in","in","6er OHK",1,130
22877,"Burlotto Barolo Monvigliero 2010 0,75 l",1,1,1,1,0.75,"in","in, Etikett ganz leicht beschädigt","lose",1,150
22878,"Chapoutier, Max Chateauneuf-du-Pape Croix de Bois 2004 0,75 l",NULL,1,1,1,0.75,"1 cm","1 cm","None",1,40
22879,"Chateau Leoville-Barton 2005 0,75 l",NULL,1,1,1,0.75,"in","in, Etikett ganz leicht verschmutzt","None",1,90
22880,"Gaja, Angelo Barolo Sperss 1993 0,75 l",NULL,1,1,1,0.75,"ts","ts, Etikett ganz leicht beschädigt, ganz leicht verschmutzt","None",1,95
22881,"Giacosa, Bruno Falletto di Serralunga Barolo 2003 0,75 l",1,1,1,1,0.75,"in","in, Etikett leicht beschädigt, ganz leicht verschmutzt","lose",1,100
22882,"Mascarello, Bartolo Barolo 2006 0,75 l",1,1,1,1,0.75,"1 cm","1 cm, Etikett ganz leicht beschädigt, ganz leicht verschmutzt, leichte Beschädigung am Frontetikett ","lose",1,290
22883,"Kongsgaard Syrah 2007 0,75 l",NULL,1,1,1,0.75,"1,5 cm","1,5 cm, Etiketten ganz leicht verschmutzt","None",1,320
22884,"Conterno, Aldo Barolo Bricco Bussia Vigna Cicala 1989 0,75 l",NULL,1,1,1,0.75,"1 cm","1 cm, Etikett leicht verschmutzt","None",1,155
22885,"San Giusto a Rentennano La Ricolma 2007 0,75 l",NULL,1,1,1,0.75,"in","in, Etiketten ganz leicht verschmutzt","None",1,120
22886,"Gesellmann Blaufränkisch ""G"" 1997 0,75 l(1)",NULL,1,1,1,0.75,"ts","ts","None",1,230
22887,"Velich Apetlon Welschriesling Trockenbeerenauslese 1999 0,375 l(1)",NULL,1,1,1,0.37,"ts","ts","None",1,60
22888,"Quilceda Creek Cabernet Sauvignon 2015 0,75 l",NULL,1,1,1,0.75,"in","in","None",1,150
22889,"Chateau Gruaud-Larose 2009 0,75 l(1)",NULL,1,1,1,0.75,"in","in","None",1,200
22890,"Chateau Margaux 1995 0,75 l",NULL,1,1,1,0.75,"in","in, Etikett ganz leicht verschmutzt, Kapsel ganz leicht beschädigt","None",1,350
22891,"Clos Saint Jean Chateauneuf-du-Pape 2003 0,75 l(2)",NULL,1,1,1,0.75,"1,5 cm","1,5 cm, Etiketten ganz leicht verschmutzt","None",1,75
22892,"Red Nectar Cabernet Sauvignon 2005 0,75 l",NULL,1,1,1,0.75,"in","in","None",1,90
22893,"Chateau Leoville-Barton 1993 0,75 l(1)",NULL,1,1,1,0.75,"in","in, Etikett ganz leicht verschmutzt, leicht kellergrau, Kapsel ganz leicht beschädigt","None",1,110
22894,"Domaine de la Romanee-Conti Fine Bourgogne 1986 0,75 l",NULL,1,1,1,0.75,"2 cm","2 cm, Etikett ganz leicht verschmutzt, Kapsel beschädigt","None",NULL,0
22895,"Rusden Chookshed Zinfandel 2004 0,75 l",NULL,1,1,1,0.75,"in","in","None",1,90
22896,"Parigot, Pere & Fils Pommard ""Les Epenots"" 1er Cru 1996 0,75 l",NULL,1,1,1,0.75,"0,5 cm","0,5 cm, Etiketten ganz leicht verschmutzt","None",1,110
22897,"Clos Saint Jean Chateauneuf-du-Pape 2011 0,75 l",NULL,1,1,1,0.75,"1 cm","1 cm","None",1,140
22898,"Chateau Mouton-Rothschild 1990 0,75 l",1,1,1,1,0.75,"in","in","lose",1,310
22899,"Chateau Mouton-Rothschild 1990 0,75 l",1,1,1,1,0.75,"in","in","lose",1,320
22900,"Chateau Mouton-Rothschild 1992 0,75 l",1,1,1,1,0.75,"in","in","lose",1,295
22901,"Chateau Mouton-Rothschild 1993 0,75 l",1,1,1,1,0.75,"in","in","lose",1,320
22902,"Chateau Mouton-Rothschild 1993 0,75 l",1,1,1,1,0.75,"in","in, Kapsel ganz leicht beschädigt","lose",1,300
22903,"Chateau Mouton-Rothschild 1994 0,75 l",1,1,1,1,0.75,"in","in","lose",1,310
22904,"Chateau Mouton-Rothschild 1994 0,75 l",1,1,1,1,0.75,"in","in","lose",1,300
22905,"Chateau Mouton-Rothschild 1994 0,75 l",1,1,1,1,0.75,"in","in","lose",1,300
22906,"Chateau Mouton-Rothschild 1994 0,75 l",1,1,1,1,0.75,"in","in, Etikett leicht beschädigt","lose",NULL,0
22907,"Chateau Haut-Brion 1992 0,75 l",1,1,1,1,0.75,"0,5 cm","0,5 cm, Etikett ganz leicht beschädigt, ganz leicht verschmutzt","lose",1,270
22908,"Gaja, Angelo Barbaresco 1982 0,75 l",NULL,1,1,1,0.75,"2 cm","2 cm, Etikett ganz leicht beschädigt","None",NULL,0
22909,"Weingut Franz Künstler Hochheimer Hölle Riesling Auslese Goldkapsel 2003 0,375 l",1,1,1,1,0.37,"0,5 cm","0,5 cm, Etikett ganz leicht beschädigt","lose",1,20
22910,"Quinta do Noval Vintage Port 1966 0,75 l",NULL,1,1,1,0.75,"ts","ts, ohne Etikett, Name und Jahrgang ist auf der Kapselkappe deklariert, Leckspuren","None",NULL,0
22911,"Montevertine Le Pergole Torte 1993 0,75 l",NULL,1,1,1,0.75,"ts","ts, Etikett ganz leicht verschmutzt, leicht kellergrau","None",1,115
22912,"Amiot Servelle Chambolle Musigny Les Charmes 1er Cru 2009 0,75 l(1)",NULL,1,1,1,0.75,"0,5 cm","0,5 cm, Etikett ganz leicht verschmutzt","None",NULL,0
22913,"Weingut Keller Westhofener Kirchspiel Riesling Grosses Gewächs 2006 0,75 l",NULL,1,1,1,0.75,"0,5 cm","0,5 cm, Etikett ganz leicht beschädigt, ganz leicht verschmutzt","None",NULL,0
22914,"Giacosa, Bruno Le Rocche del Falletto Barolo 2009 0,75 l",NULL,1,1,1,0.75,"in","in","None",1,130
22915,"Chateau Mouton-Rothschild 1986 0,75 l",NULL,1,1,1,0.75,"ts-hs","ts-hs, Etikett leicht verschmutzt","None",1,525
22916,"Chateau Gruaud-Larose 1992 0,75 l",NULL,1,1,1,0.75,"in-ts","in-ts, Etiketten ganz leicht verschmutzt","None",1,150
22946,"Calem Vintage Port Quinta da Foz 1980 0,75 l",NULL,1,1,1,0.75,"in","in","None",1,30
22917,"Cossart Gordon & Co. Malmsey 1920 0,75 l",NULL,1,1,1,0.75,"in","in, Etikett leicht beschädigt, ganz leicht verschmutzt, Kapsel stark beschädigt","None",NULL,0
22918,"Hospices de Beaune Beaune Cuvee Nicolas Rolin 1e Cru 2004 0,75 l",NULL,1,1,1,0.75,"0","0,5 cm","None",1,60
22919,"Schloss Lieser Lieserer Niederberg Helden Riesling Auslese** Goldkapsel 2003 0,75 l",1,1,1,1,0.75,"0","0,5 cm","lose",1,70
22920,"Knoll, Emmerich Loibner Grüner Veltliner Beerenauslese 2000 0,5 l",NULL,1,1,1,0.5,"0","0,5 cm","None",1,90
22921,"Uccelliera Brunello di Montalcino 2004 0,75 l",NULL,1,1,1,0.75,"in","in","None",1,100
22922,"Chateau La Lagune 1998 0,75 l(1)",NULL,1,1,1,0.75,"in","in, Etikett leicht verschmutzt","None",NULL,0
22923,"Chateau Chasse-Spleen 1994 0,75 l",1,1,1,1,0.75,"in","in, Etiketten ganz leicht beschädigt","12er OHK",1,240
22924,"Canalicchio di Sopra Brunello di Montalcino 2004 0,75 l",NULL,1,1,1,0.75,"in","in, Etiketten ganz leicht verschmutzt","None",1,100
22925,"Penfolds Grange Hermitage 1982 0,75 l",NULL,1,1,1,0.75,"ts","ts, Etikett ganz leicht beschädigt, leicht verschmutzt","None",1,370
22926,"Chateau de Camensac 2006 0,75 l",NULL,1,1,1,0.75,"in","in","None",1,45
22927,"Martenot, F. Chambolle-Musigny 1er Cru 1985 0,75 l(1)",NULL,1,1,1,0.75,"3 cm","3 cm, Etikett leicht verschmutzt","None",NULL,0
22928,"Concha Y Toro Vina Almaviva 1999 0,75 l(1)",NULL,1,1,1,0.75,"in","in","None",1,240
22929,"Weingut Georg Allendorf Winkeler Gutenberg Riesling Auslese 1953 0,7 l",NULL,1,1,1,0.7,"1,5 cm","1,5 cm, Etikett beschädigt, stark verschmutzt","None",1,65
22930,"Chateau Poujeaux 1998 0,75 l",NULL,1,1,1,0.75,"in","in","None",1,100
22931,"Chateau Musar (rot) 1980 0,75 l",NULL,1,1,1,0.75,"hs","hs, Etikett ganz leicht verschmutzt","None",1,100
22932,"Weingut Keller Monsheimer Silberberg Rieslaner Beerenauslese   2007 0,375 l",NULL,1,1,1,0.37,"0,5 cm","0,5 cm, Etikett ganz leicht verschmutzt","None",NULL,0
22933,"Niepoort Colheita Port 1952 0,75 l",NULL,1,1,1,0.75,"ts","ts","None",NULL,0
22934,"Weingut Keller Niersteiner Pettenthal Riesling Grosses Gewächs 2009 0,75 l",NULL,1,1,1,0.75,"0,5 cm","0,5 cm, Etikett ganz leicht beschädigt","None",NULL,0
22935,"Leon, Jean Cabernet Sauvignon 1983 0,75 l(4)",NULL,1,1,1,0.75,"in","in, Etiketten ganz leicht verschmutzt","None",1,100
22936,"Chateau Beau Sejour-Becot 1994 0,75 l",1,1,1,1,0.75,"in","in, Etikett ganz leicht beschädigt, stark verschmutzt","lose",1,50
22937,"Niepoort Vintage Port 1994 0,75 l",NULL,1,1,1,0.75,"0,5 cm","0,5 cm, Bottled: 1994","None",1,60
22938,"Chateau Lafaurie Peyraguey 1969 0,75 l",NULL,1,1,1,0.75,"3 cm","3 cm, Etikett leicht beschädigt, stark kellergrau, Kapsel ganz leicht beschädigt","None",1,80
22939,"Clavelier, Bruno Chambolle Musigny Les Noirots Vieilles Vignes 1er Cru 2009 0,75 l(1)",NULL,1,1,1,0.75,"1 cm","1 cm","None",1,210
22940,"Naveran Don Pablo Cabernet Sauvignon Reserva Exceptional 1997 1,5 l",NULL,1,1,1,1.5,"in","in, Kapsel ganz leicht beschädigt","None",1,30
22941,"Domaine la Barroche Chateauneuf-du-Pape Fiancee 2005 0,75 l",NULL,1,1,1,0.75,"1","1,5 cm","None",1,180
22942,"Nittardi Chianti Classico 1991 0,75 l",NULL,1,1,1,0.75,"in","in, Etiketten ganz leicht beschädigt","None",1,50
22943,"Chateau La Pointe 2000 0,75 l",NULL,1,1,1,0.75,"in","in","None",1,100
22944,"Chateau l´Eglise-Clinet La Petite Eglise, 2e vin de l´Eglise-Clinet 2012 0,75 l",1,1,1,1,0.75,"in","in","6er OHK",1,140
22945,"Galardi Terra di Lavoro 2006 0,75 l",NULL,1,1,1,0.75,"in","in, Etiketten stark verschmutzt, Kapsel beschädigt","None",1,80
22948,"Bollinger Grande Annee Brut 1988 0,75 l",NULL,1,1,1,0.75,"1 cm","1 cm","None",1,140
22949,"Chateau Margaux 1994 0,75 l",NULL,1,1,1,0.75,"in","in, Etikett ganz leicht verschmutzt","None",1,280
22950,"Domaine de la Mordoree Chateauneuf-du-Pape Cuvee de la Reine des Bois 2000 1,5 l",NULL,1,1,1,1.5,"1,5 cm","1,5 cm, Etikett ganz leicht verschmutzt","None",1,150
22951,"Chateau Cheval Blanc 1993 0,75 l",NULL,1,1,1,0.75,"in","in, Etikett leicht verschmutzt","None",1,235
22952,"Schubert von, Carl Gutsverwaltung Maximin Grünhäuser Abtsberg Riesling Kabinett 1992 0,75 l(1)",NULL,1,1,1,0.75,"2 cm","2 cm, Etikett ganz leicht verschmutzt","None",1,500
22953,"Pichler, F.X. ""Unendlich"" Riesling Smaragd 2000 0,75 l",NULL,1,1,1,0.75,"1 cm","1 cm, Etikett leicht beschädigt","None",1,235
22954,"Tenuta di Trinoro 2006 0,75 l",1,1,1,1,0.75,"in","in","lose",1,100
22955,"Chateau Magdelaine 1998 0,75 l",NULL,1,1,1,0.75,"in","in, Etiketten ganz leicht verschmutzt","None",NULL,0
22956,"Domaine Klipfel Gewürztraminer Clos Zisser Grand Cru 1967 0,75 l(1)",NULL,1,1,1,0.75,"4,5 cm","4,5 cm, Etikett beschädigt, stark kellergrau, Kapsel ganz leicht beschädigt, Etikett beschriftet","None",1,135
22957,"Penfolds Grange Hermitage 1995 0,75 l",NULL,1,1,1,0.75,"in","in","None",1,260
22958,"Bonneau, Henri Chateauneuf-du-Pape Cuvee Marie Beurrier 2005 0,75 l",NULL,1,1,1,0.75,"0","0,5 cm","None",NULL,0
22959,"Chateau Lafite-Rothschild 1989 0,75 l",NULL,1,1,1,0.75,"in","in","None",NULL,0
22960,"Chateau Lafite-Rothschild 1989 0,75 l",NULL,1,1,1,0.75,"in","in","None",1,530
22961,"Chateau Lafite-Rothschild 1989 0,75 l",NULL,1,1,1,0.75,"in","in","None",NULL,0
22962,"Chateau Petrus 1988 1,5 l",NULL,1,1,1,1.5,"in","in","None",1,3.425
22963,"Chateau d´ Yquem 1988 0,75 l",NULL,1,1,1,0.75,"in","in","None",1,270
22964,"Chateau d´ Yquem 1988 0,75 l",NULL,1,1,1,0.75,"in","in","None",1,280
22965,"Chateau d´ Yquem 1988 0,75 l",NULL,1,1,1,0.75,"ts","ts","None",1,280
22966,"Two Hands Wines Shiraz Coach House Block Single Vineyard 2012 0,75 l",NULL,1,1,1,0.75,"in","in","None",1,270
22967,"Chateau Pontet-Canet 2000 0,75 l",1,1,1,1,0.75,"in","in","12er OHK",1,1.25
22968,"Outpost Zinfandel 2013 0,75 l",NULL,1,1,1,0.75,"in","in","None",NULL,0
22969,"Outpost Zinfandel 2013 0,75 l",NULL,1,1,1,0.75,"in","in","None",NULL,0
22970,"Outpost Zinfandel 2013 0,75 l",NULL,1,1,1,0.75,"in","in","None",NULL,0
22971,"Domaine Saint EugeneLes Trois Tomates Consul 2008 0,75 l",NULL,1,1,1,0.75,"in","in, Etiketten ganz leicht verschmutzt","None",1,115
22972,"Ruinart Dom Ruinart Blanc de Blancs Brut 2002 0,75 l",1,1,1,1,0.75,"0,5 cm","0,5 cm, Etikett ganz leicht beschädigt","lose",1,190
22973,"Turley Cellars Zinfandel Dogtown 2004 0,75 l",NULL,1,1,1,0.75,"2 cm","2 cm","None",NULL,0
22974,"Turley Cellars Zinfandel Dogtown 2004 0,75 l",NULL,1,1,1,0.75,"2 cm","2 cm","None",NULL,0
22975,"Turley Cellars Zinfandel Dogtown 2004 0,75 l",NULL,1,1,1,0.75,"2 cm","2 cm","None",NULL,0
22976,"Turley Cellars Zinfandel Dogtown 2004 0,75 l",NULL,1,1,1,0.75,"2 cm","2 cm","None",NULL,0
22977,"Domaine Taupenot-Merme Charmes Chambertin Grand Cru 1986 0,75 l",NULL,1,1,1,0.75,"2,5 cm","2,5 cm, Etikett ganz leicht verschmutzt","None",1,75
22978,"Antinori Tignanello 2009 0,75 l",NULL,1,1,1,0.75,"in","in, Kapsel ganz leicht beschädigt","None",NULL,0
22979,"Villa Banfi Tavernelle 1984 1,5 l",NULL,1,1,1,1.5,"hs","hs, Etikett leicht verschmutzt, Kapsel oxidiert, Leckspuren","None",NULL,0
22980,"Weingut Müller-Catoir Mußbacher Eselshaut Rieslaner Auslese 1997 0,375 l",NULL,1,1,1,0.37,"0,5 cm","0,5 cm, Etiketten ganz leicht beschädigt, 1 x Kapsel faltig","None",NULL,0
22981,"Chateau Bel Air Marquis d´Aligre 1986 0,75 l(3)",NULL,1,1,1,0.75,"in","in","None",NULL,0
22982,"Gabriel Cognac Chateau Bonbonnet Fins Bois NV 0,7 l",1,1,1,1,0.7,"2","2,5 cm","1er OC",NULL,0
22983,"Domaine du Pegau Chateauneuf-du-Pape Cuvee Reservee 2010 0,75 l",NULL,1,1,1,0.75,"1 cm","1 cm","None",NULL,0
22984,"Niepoort Colheita Port 1970 1,5 l",NULL,1,1,1,1.5,"in","in","None",NULL,0
22985,"Marques de Riscal Baron de Chirel Rioja Reserva 1986 0,75 l",NULL,1,1,1,0.75,"ts","ts, Etiketten ganz leicht beschädigt, leicht verschmutzt, leicht kellergrau","None",NULL,0
