"id","name","sold","bottlesize_l","winpoints_signalled"
40812,"Fattoria Zerbina  Pietramora Sangiovese 1990 0,75 l(4)",NULL,0.75,NULL
40813,"Chiarlo, Michele Barolo Riserva Vigna Rionda 1985 0,75 l",1,0.75,NULL
40814,"Ciabot Berton Barolo 1990 0,75 l(4)",1,0.75,1
40815,"Ciabot Berton Barolo 1990 1,5 l",1,1.5,1
40816,"Ciabot Berton Barolo 1990 1,5 l",1,1.5,1
40817,"Luigi Spertino Barbera d´Asti 2012 0,75 l",1,0.75,NULL
40818,"Luigi Spertino Barbera d´Asti 2012 0,75 l",1,0.75,NULL
40819,"Borgo Scopeto Chianti Classico Riserva 1990 0,75 l",NULL,0.75,NULL
40820,"Cerbaiona di Diego Molinari Brunello di Montalcino 2006 0,75 l",1,0.75,1
40821,"La Cave Vevey-Montreux Chateau de Cretes Rouge 1999 1,5 l",1,1.5,NULL
40822,"Las Rocas de San Alejandro Baltasar Gracian Garnacha Vinas Viejas 2003 1,5 l",1,1.5,NULL
40823,"Palacios, Alvaro Finca Dofi 1996 1,5 l",1,1.5,1
41068,"Warrenmang Shiraz 1999 0,75 l",NULL,0.75,NULL
40824,"Palacios, Alvaro Finca Dofi 1996 1,5 l",1,1.5,1
40825,"Vall Llach Embruix 2006 1,5 l",1,1.5,NULL
40826,"Vall Llach Embruix 2006 3,0 l",1,3,NULL
40827,"Avan Nacimiento 2006 5,0 l",1,5,NULL
40828,"Bodegas Vega Sicilia Unico Gran Reserva 1974 0,75 l",1,0.75,1
40829,"Bodegas Vega Sicilia Unico Gran Reserva 1974 0,75 l",1,0.75,1
40830,"Bodegas Vega Sicilia Unico Reserva Especial NV 0,75 l",1,0.75,1
40831,"Chateau Paveil de Luze 2011 0,75 l",1,0.75,NULL
40832,"Nugnes Falerno del Massico Aglianico 2007 0,75 l",1,0.75,NULL
40833,"Ornellaia Le Serre Nuove dell Ornellaia 2008 0,75 l",1,0.75,1
40834,"Falesco Montiano 2007 0,75 l",1,0.75,NULL
40835,"Beck, Jean Claude Riesling Maude 1992 0,75 l",1,0.75,NULL
40836,"BAYEDE  7 Icon Wine - Kaapzicht Pinotage 2016 0,75 l",NULL,0.75,NULL
40837,"Chateau Pichon Longueville Comtesse de Lalande Reserve de la Comtesse, 2e Vin de Pichon-Lalande 2001 0,75 l",1,0.75,NULL
40838,"Weingut von Racknitz Kieselstein Riesling Trocken 2011 1,5 l(1)",1,1.5,NULL
40839,"Chateau Sociando-Mallet 1996 0,75 l",1,0.75,1
40840,"Castello dei Rampolla Sammarco 1986 1,5 l",1,1.5,NULL
40841,"Prager Klaus Riesling Smaragd 2020 0,75 l",1,0.75,1
40842,"Prager Klaus Riesling Smaragd 2020 0,75 l",1,0.75,1
40843,"Prager Riesling Achleiten Smaragd 2020 0,75 l",1,0.75,1
40844,"Prager Wachstum Bodenstein Riesling Smaragd 2020 0,75 l",1,0.75,1
40845,"Prager Wachstum Bodenstein Riesling Smaragd 2020 0,75 l",1,0.75,1
40846,"Prager Zwerithaler Kammergut Grüner Veltliner Smaragd 2020 0,75 l",1,0.75,1
40847,"Prager Zwerithaler Kammergut Grüner Veltliner Smaragd 2020 0,75 l",1,0.75,1
40848,"Chateau Margaux 1983 0,75 l",1,0.75,1
40849,"Chateau Margaux 1993 0,75 l",1,0.75,1
40850,"Chateau Lafite-Rothschild 1994 0,75 l",1,0.75,1
40851,"Amiot Servelle Chambolle Musigny Les Amoureuses 1er Cru 1999 0,75 l",1,0.75,NULL
40852,"Amiot Servelle Chambolle Musigny Les Amoureuses 1er Cru 1999 0,75 l",1,0.75,NULL
40853,"Amiot Servelle Chambolle Musigny Les Amoureuses 1er Cru 2003 0,75 l",1,0.75,NULL
40854,"Amiot Servelle Chambolle Musigny Les Amoureuses 1er Cru 2005 0,75 l",1,0.75,NULL
40855,"Amiot Servelle Chambolle Musigny Les Amoureuses 1er Cru 2006 0,75 l",1,0.75,NULL
40856,"Amiot Servelle Chambolle Musigny Les Amoureuses 1er Cru 2007 0,75 l",1,0.75,NULL
40857,"Amiot Servelle Chambolle Musigny Les Amoureuses 1er Cru 2007 1,5 l",1,1.5,NULL
40858,"Amiot Servelle Chambolle Musigny Les Amoureuses 1er Cru 2007 1,5 l",1,1.5,NULL
40859,"Amiot Servelle Chambolle Musigny Les Amoureuses 1er Cru 2008 0,75 l",1,0.75,NULL
40860,"Amiot Servelle Chambolle Musigny Les Amoureuses 1er Cru 2008 1,5 l",1,1.5,NULL
40861,"Chateau Ferriere 2000 0,75 l",1,0.75,1
40862,"Chateau Kirwan 1998 0,75 l",NULL,0.75,1
40863,"Chateau Kirwan 2000 0,75 l",1,0.75,1
40864,"Chateau Kirwan 2007 0,75 l",1,0.75,1
40865,"Chateau Lascombes 2000 0,75 l",1,0.75,1
40866,"Chateau Margaux 1991 0,75 l",1,0.75,NULL
40867,"Chateau Margaux 1991 0,75 l",1,0.75,NULL
40868,"Chateau Margaux 1991 0,75 l",1,0.75,NULL
40869,"Chateau Margaux 1991 0,75 l",1,0.75,NULL
40870,"Chateau Margaux 1992 0,75 l",1,0.75,NULL
40871,"Mellasat Tempranillo ""M"" 2017 0,75 l",NULL,0.75,NULL
40872,"Giacosa, Bruno Falletto di Serralunga Barolo 1998 0,75 l",1,0.75,1
40873,"Erika Obermeyer Meticulous Sauvignon Blanc 2017 0,75 l",1,0.75,NULL
40874,"Erika Obermeyer Sauvignon Blanc 2017 0,75 l",1,0.75,NULL
40875,"Mellasat Chardonnay 2013 0,75 l",1,0.75,NULL
40876,"Mellasat Chardonnay 2013 0,75 l",1,0.75,NULL
40877,"Haskell Vineyards Anvil Chardonnay 2019 0,75 l",NULL,0.75,NULL
40878,"Marklew Sauvignon Blanc 2020 0,75 l",1,0.75,NULL
40882,"Vina Cobos Marchiori Vineyard Malbec 2013 0,75 l",NULL,0.75,1
40883,"Vina Cobos Marchiori Vineyard Malbec 2013 0,75 l",NULL,0.75,1
40884,"Vina Cobos Marchiori Vineyard Malbec 2014 0,75 l",1,0.75,1
40885,"Vina Cobos Marchiori Vineyard Malbec 2014 0,75 l",1,0.75,1
40886,"Vina Cobos Marchiori Vineyard Malbec 2015 0,75 l",NULL,0.75,1
40887,"Vina Cobos Marchiori Vineyard Malbec 2015 0,75 l",NULL,0.75,1
40888,"Erika Obermeyer Syrah-Grenache- Cinsault 2016 0,75 l",NULL,0.75,NULL
40889,"Hardy, Eileen Padthaway Shiraz 1993 0,75 l",NULL,0.75,NULL
40890,"Andersons Conn Valley Chardonnay 1997 0,75 l",1,0.75,NULL
40891,"Voge, Alain Cornas ""Les Vieilles Fontaines"" 2009 1,5 l",1,1.5,1
40892,"Voge, Alain Cornas ""Les Vieilles Fontaines"" 2009 1,5 l",1,1.5,1
40893,"Voge, Alain Cornas Vieilles Vignes 2009 0,75 l",1,0.75,1
40894,"Xavier Vignon Chateauneuf-du-Pape ""Arcane V Le Pape"" 2010 0,75 l",1,0.75,1
40895,"Xavier Vignon Chateauneuf-du-Pape ""Arcane V Le Pape"" 2010 1,5 l",1,1.5,1
40896,"Cogno, Elvio Barolo Cascina Nuova 2011 0,75 l",1,0.75,1
40897,"Voerzio, Roberto Barolo Brunate 2015 0,75 l",1,0.75,NULL
40898,"Voerzio, Roberto Barolo Brunate 2015 0,75 l",NULL,0.75,NULL
40899,"Voerzio, Roberto Barolo Brunate 2016 0,75 l",NULL,0.75,NULL
40900,"Voerzio, Roberto Barolo Brunate 2016 0,75 l",NULL,0.75,NULL
40901,"Chateau Canon 1976 0,75 l",1,0.75,NULL
40902,"Moet & Chandon Dom Perignon Brut 1999 0,75 l",1,0.75,1
40903,"Laurent Perrier Grand Siecle Cuvee Alexandra Rosé Brut 1997 0,75 l",NULL,0.75,1
40904,"Laurent Perrier Grand Siecle Cuvee Alexandra Rosé Brut 1997 0,75 l",NULL,0.75,1
40905,"Laurent Perrier Grand Siecle Cuvee Alexandra Rosé Brut 1997 0,75 l",NULL,0.75,1
40906,"Bouchard, Pere & Fils Volnay Les Caillerets 1er Cru 1983 0,75 l",1,0.75,NULL
40907,"Bodegas Artazu Santa Cruz de Artazu 2001 0,75 l",NULL,0.75,NULL
40908,"Mumm Grand Cordon Brut 1985 0,75 l",1,0.75,NULL
40909,"Barbeito Madeira Verdelho 1948 0,75 l",1,0.75,NULL
40910,"Cathiard, Sylvain Vosne Romanee Les Suchots 1er Cru 2007 0,75 l",1,0.75,NULL
40911,"Saxenburg Select Shiraz Limited Release 1998 0,75 l",NULL,0.75,NULL
40912,"Chateau Vieux Pourret Dixit 2008 0,75 l",1,0.75,NULL
40913,"Moet & Chandon Dom Perignon Brut 1980 1,5 l",1,1.5,1
40914,"Moet & Chandon Dom Perignon Brut 1980 1,5 l",1,1.5,1
40915,"Ampeleia Kepos Rosso 2013 0,75 l",1,0.75,NULL
40916,"van Volxem Wiltinger Scharzhofberger Riesling Grosse Lage 2015 3,0 l",1,3,1
40917,"Wirsching, Hans Iphöfer Julius Echter Berg Riesling Grosses Gewächs 2016 0,75 l",1,0.75,1
40918,"Branson Coach House Greenock Block Shiraz 2003 0,75 l",NULL,0.75,1
40919,"Branson Coach House Greenock Block Shiraz 2003 0,75 l",NULL,0.75,1
40920,"Hobbs Shiraz - Viognier 2006 0,75 l",1,0.75,1
40921,"Domaine Louis Latour Romanee Saint Vivant Les Quatre Journaux Grand Cru 1985 0,75 l",1,0.75,1
40922,"Domaine Meo-Camuzet Nuits Saint Georges ""Aux Murgers"" 1er Cru 2004 0,75 l(2)",1,0.75,1
40923,"Chateau Margaux 1998 0,75 l",1,0.75,1
40924,"Chateau Margaux Pavillon Rouge, 2e vin de Margaux 2005 0,375 l",1,0.37,1
40925,"Chateau Lafite-Rothschild 2004 0,75 l",1,0.75,1
40926,"Chateau Latour 1988 0,75 l",1,0.75,1
40927,"Chateau Latour 1988 0,75 l",1,0.75,1
40928,"Chateau Latour 1989 0,75 l",1,0.75,1
40929,"Chateau Latour 1989 0,75 l",1,0.75,1
40930,"Chateau Latour 2004 0,75 l",1,0.75,1
40931,"Weingut Clemens Busch Pündericher Marienburg Felsterrasse Riesling Grosses Gewächs  2020 0,75 l",NULL,0.75,NULL
40932,"Weingut Clemens Busch Pündericher Marienburg Felsterrasse Riesling Grosses Gewächs  2020 1,5 l",1,1.5,NULL
40933,"Weingut Clemens Busch Pündericher Marienburg Felsterrasse Riesling Grosses Gewächs  2020 1,5 l",1,1.5,NULL
40934,"Weingut Clemens Busch Pündericher Marienburg Raffes Riesling Grosses Gewächs 2020 0,75 l",NULL,0.75,NULL
40935,"Weingut Clemens Busch Pündericher Marienburg Raffes Riesling Grosses Gewächs 2020 0,75 l",NULL,0.75,NULL
40936,"Weingut Clemens Busch Pündericher Marienburg Raffes Riesling Grosses Gewächs 2020 1,5 l",1,1.5,NULL
40937,"Weingut Clemens Busch Pündericher Marienburg Raffes Riesling Grosses Gewächs 2020 1,5 l",1,1.5,NULL
40938,"Weingut Clemens Busch Pündericher Marienburg Riesling Auslese Lange Goldkapsel 2017 0,375 l",1,0.37,1
40939,"Weingut Clemens Busch Pündericher Marienburg Riesling Auslese Lange Goldkapsel 2017 0,375 l",1,0.37,1
40940,"Weingut Clemens Busch Pündericher Marienburg Riesling Auslese Lange Goldkapsel 2018 0,375 l",NULL,0.37,1
40941,"Chateau Mouton-Rothschild 1977 0,75 l",1,0.75,NULL
40942,"Chateau Mouton-Rothschild 1977 0,75 l",NULL,0.75,NULL
40943,"Chateau Mouton-Rothschild 1978 0,75 l",1,0.75,1
40944,"Chateau Mouton-Rothschild 1979 0,75 l",1,0.75,1
40945,"Chateau Mouton-Rothschild 1980 0,75 l",1,0.75,NULL
40946,"Chateau Mouton-Rothschild 1980 0,75 l",1,0.75,NULL
40947,"Chateau Mouton-Rothschild 1981 0,75 l",1,0.75,NULL
40948,"Chateau Mouton-Rothschild 1981 0,75 l",1,0.75,NULL
40949,"Chateau Mouton-Rothschild 1981 0,75 l",1,0.75,NULL
40950,"Chateau Mouton-Rothschild 1982 0,75 l",1,0.75,1
40951,"Casanova di Neri Cerretalto Brunello di Montalcino 1995 0,75 l",1,0.75,1
40952,"Casanova di Neri Cerretalto Brunello di Montalcino 1995 0,75 l",1,0.75,1
40953,"Chateau Rauzan-Segla 2018 0,75 l",1,0.75,1
40954,"Chateau Rauzan-Segla 2018 0,75 l",1,0.75,1
40955,"Chateau Rauzan-Segla 2019 0,75 l",NULL,0.75,1
40956,"Chateau Rauzan-Segla 2019 0,75 l",NULL,0.75,1
40957,"Chateau Lynch-Bages 2010 0,75 l",1,0.75,1
40958,"Chateau Lynch-Bages 2018 0,75 l",1,0.75,1
40959,"Chateau Lynch-Bages 2019 0,75 l",1,0.75,1
40960,"Chateau Pichon Longueville Baron 2019 0,75 l",1,0.75,1
40961,"Chateau de Fieuzal Chateau de Fieuzal rouge 1985 0,75 l(1)",1,0.75,1
40962,"Chateau de Fieuzal Chateau de Fieuzal rouge 1988 0,75 l(2)",1,0.75,1
40963,"Chateau Haut Bergey Chateau Haut Bergey rouge 2001 0,75 l",1,0.75,1
40964,"Chateau Haut-Bailly 1986 0,75 l(1)",1,0.75,NULL
40965,"Chateau Haut-Brion Bahans Haut-Brion, 2e Vin de Haut-Brion 1994 0,75 l(1)",NULL,0.75,NULL
40966,"Chateau Haut-Brion 1958 0,75 l",NULL,0.75,NULL
40967,"Chateau Haut-Brion 1973 0,75 l",1,0.75,NULL
40968,"Chateau Haut-Brion 1975 0,75 l",1,0.75,1
40969,"Chateau Haut-Brion 1982 0,75 l",1,0.75,1
40970,"Chateau Haut-Brion 1982 0,75 l",1,0.75,1
40971,"Cerbaiona di Diego Molinari Brunello di Montalcino 2006 0,75 l",1,0.75,1
40972,"Cerbaiona di Diego Molinari Brunello di Montalcino 2006 0,75 l",1,0.75,1
40973,"Vignamaggio Chianti Classico Riserva 1986 0,75 l",NULL,0.75,NULL
40974,"Vignamaggio Castello di Monna Lisa Chianti Classico Riserva 1988 0,75 l",1,0.75,NULL
40975,"Borgo Scopeto Chianti Classico Riserva 1990 1,5 l",1,1.5,NULL
40976,"Castello di San Polo in Rosso Chianti Classico Riserva 1985 0,75 l",1,0.75,NULL
40977,"Castello di San Polo in Rosso Chianti Classico Riserva 1985 0,75 l",1,0.75,NULL
40978,"Chateau de Pibarnon Bandol rouge 2007 3,0 l",NULL,3,1
40979,"Mascarello, Giuseppe Barolo Monprivato 1997 1,5 l",1,1.5,1
40980,"Mascarello, Giuseppe Barolo Monprivato 1998 1,5 l",1,1.5,1
40981,"Conde de Valdemar Rioja Gran Reserva 1987 0,75 l",1,0.75,NULL
40982,"Finca Allende Tinto 2001 3,0 l",1,3,NULL
40983,"Hartenberg Cabernet-Sauvignon Superieur 1981 0,75 l(1)",1,0.75,NULL
40984,"Mondavi/Rothschild Opus One 1992 0,75 l",1,0.75,1
40985,"Mondavi/Rothschild Opus One 1992 0,75 l",1,0.75,1
40986,"Staatsweingut Tokaj Hegyalja Aszu Eszencia 1957 0,5 l",1,0.5,NULL
40987,"Weingut Fritz Haag Brauneberger Juffer  Riesling   2019 0,75 l(2)",1,0.75,NULL
40988,"Weingut Lötzbeyer Feilbingerter Königsgarten Bacchus Trockenbeerenauslese 2007 0,375 l",1,0.37,NULL
40989,"Weingut Lötzbeyer Feilbingerter Königsgarten Bacchus Trockenbeerenauslese 2007 0,375 l",1,0.37,NULL
40990,"Weingut Karl W. Faust Martinsthaler Langenberg Riesling Beerenauslese 2011 0,5 l",1,0.5,NULL
40991,"Castello dei Rampolla Sammarco 1986 1,5 l",1,1.5,NULL
40992,"Castello dei Rampolla Sammarco 1986 1,5 l",1,1.5,NULL
40993,"Calera Wine Company Mills Vineyard Pinot Noir 1991 0,75 l",NULL,0.75,NULL
40994,"Branson Coach House Greenock Block Shiraz 2003 0,75 l",1,0.75,1
40995,"Chateau Margaux 2003 0,75 l",1,0.75,1
40996,"Chateau Lafite-Rothschild 2002 0,75 l",1,0.75,1
40997,"Bonneau, Henri Chateauneuf-du-Pape Reserve des Celestins 2001 0,75 l",1,0.75,1
40998,"Moet & Chandon Dom Perignon Brut 2004 1,5 l",1,1.5,1
40999,"Moet & Chandon Dom Perignon Brut 2004 1,5 l",1,1.5,1
41000,"Moet & Chandon Dom Perignon Brut 2004 1,5 l",1,1.5,1
41001,"Chateau La Mission-Haut-Brion 1988 0,75 l",1,0.75,1
41002,"Chateau La Conseillante 1993 0,75 l",1,0.75,NULL
41003,"Chateau Cheval Blanc 1986 0,75 l",1,0.75,1
41004,"Chateau l´Angelus 1993 0,75 l",1,0.75,1
41005,"Chateau Montrose 1993 0,75 l",1,0.75,1
41006,"Warrenmang Estate Shiraz Premium Reserve 2000 6,0 l",NULL,6,NULL
41007,"Les Cailloux (Lucien et Andre Brunel) Chateauneuf-du-Pape 2009 0,75 l",1,0.75,1
41008,"Chateau Leoville-Barton 2002 0,75 l",1,0.75,1
41009,"Conterno, Paolo Barolo Riva del Bric 2011 0,75 l",1,0.75,1
41010,"Grasso, Elio Barolo Ginestra Vigna Casa Mate 2007 0,75 l",1,0.75,1
41011,"Amiot Servelle Chambolle Musigny Les Amoureuses 1er Cru 2008 1,5 l",1,1.5,NULL
41012,"Amiot Servelle Chambolle Musigny Les Amoureuses 1er Cru 2009 0,75 l",1,0.75,NULL
41013,"Amiot Servelle Chambolle Musigny Les Amoureuses 1er Cru 2009 1,5 l",1,1.5,NULL
41014,"Amiot Servelle Chambolle Musigny Les Amoureuses 1er Cru 2010 0,75 l",1,0.75,NULL
41015,"Amiot Servelle Clos de Vougeot Grand Cru 1999 0,75 l(1)",1,0.75,NULL
41016,"Domaine Faiveley Mazis-Chambertin Grand Cru 2005 0,75 l",1,0.75,NULL
41017,"Domaine Faiveley Nuits Saint Georges Les Saint Georges 1er Cru 2005 0,75 l",1,0.75,NULL
41018,"Domaine Rossignol Trapet Chambertin Grand Cru 2004 0,75 l",1,0.75,NULL
41019,"Hudelot-Noellat, Alain Clos de Vougeot Grand Cru 2001 0,75 l",1,0.75,NULL
41020,"Hudelot-Noellat, Alain Vosne Romanee ""Les Suchots"" 1er Cru 2005 0,75 l",1,0.75,NULL
41021,"Chateau Margaux 1992 0,75 l",1,0.75,NULL
41022,"Chateau Margaux 1993 3,0 l",1,3,1
41023,"Chateau Margaux 1998 0,75 l",1,0.75,1
41024,"Chateau Margaux 2000 0,75 l",1,0.75,1
41025,"Chateau Margaux 2004 0,75 l",1,0.75,1
41026,"Chateau Margaux 2004 0,75 l",1,0.75,1
41027,"Chateau Margaux Pavillon Rouge, 2e vin de Margaux 1998 0,75 l",1,0.75,NULL
41028,"Chateau Margaux Pavillon Rouge, 2e vin de Margaux 2000 0,75 l",1,0.75,1
41029,"Chateau Palmer 1990 3,0 l",1,3,1
41030,"Chateau Prieure-Lichine 1998 0,75 l",1,0.75,NULL
41031,"Weingut Dr. Loosen Ürziger Würzgarten Riesling Auslese 2003 0,375 l",1,0.37,1
41032,"Drouhin, Joseph Chablis Les Clos Grand Cru 1996 0,75 l(1)",NULL,0.75,NULL
41033,"Domaine Robert Groffier Chambolle Musigny Les Amoureuses 1er Cru 1996 0,75 l",NULL,0.75,NULL
41034,"Chateau Simian Chateauneuf-du-Pape les Grandes Grenachieres d'Hippolyte 2007 0,75 l",NULL,0.75,1
41035,"Domaine de Cristia Chateauneuf-du-Pape ""Cuvee Renaissance"" 2007 1,5 l(1)",1,1.5,1
41036,"Domaine Grand Veneur Chateauneuf-du-Pape Vieilles Vignes 2012 0,75 l",NULL,0.75,1
41037,"Domaine La Barroche Chateauneuf-du-Pape Fiancee 2007 1,5 l(1)",1,1.5,1
41038,"Voerzio, Roberto Barolo Brunate 2015 0,75 l",NULL,0.75,NULL
41039,"Voerzio, Roberto Barolo Brunate 2016 0,75 l",NULL,0.75,NULL
41040,"Voerzio, Roberto Barolo Brunate 2016 0,75 l",NULL,0.75,NULL
41041,"Voerzio, Roberto Barolo Cerequio 2015 0,75 l",1,0.75,1
41042,"Voerzio, Roberto Barolo Cerequio 2015 0,75 l",NULL,0.75,1
41043,"Voerzio, Roberto Barolo Cerequio 2016 0,75 l",NULL,0.75,NULL
41044,"Voerzio, Roberto Barolo Cerequio 2016 0,75 l",NULL,0.75,NULL
41045,"Voerzio, Roberto Barolo la Serra 2015 0,75 l",NULL,0.75,NULL
41046,"Voerzio, Roberto Barolo la Serra 2015 0,75 l",NULL,0.75,NULL
41047,"Voerzio, Roberto Barolo la Serra 2016 0,75 l",NULL,0.75,NULL
41048,"Voerzio, Roberto Barolo la Serra 2016 0,75 l",NULL,0.75,NULL
41049,"Voerzio, Roberto Barolo Rocche di Annunziata 2016 0,75 l",NULL,0.75,NULL
41050,"Voerzio, Roberto Barolo Rocche di Annunziata  2015 0,75 l",NULL,0.75,1
41051,"Frescobaldi Giramonte 2006 0,75 l",1,0.75,1
41052,"Castagnon Armagnac 1934 0,7 l",1,0.7,NULL
41053,"Penfolds Cabernet Shiraz Bin 389 1999 0,75 l(2)",1,0.75,NULL
41054,"Bodegas Vega Sicilia Unico Reserva Especial NV 0,75 l",1,0.75,1
41055,"Vega de Toro Numanthia 2005 0,75 l",1,0.75,1
41056,"Chateau Latour 1973 0,75 l",1,0.75,NULL
41057,"Voarick Corton Clos du Roi Grand Cru 1985 0,75 l",1,0.75,1
41058,"Chateau Musar Chateau Musar red 1983 0,75 l",1,0.75,NULL
41059,"Domaine Jaboulet-Vercherre Pommard Clos de la Commaraine 1er Cru 1969 0,75 l(1)",1,0.75,NULL
41060,"Barone Ricasoli Chianti Classico ""Brolio"" 1978 0,75 l",1,0.75,NULL
41061,"Moet & Chandon Dom Perignon Rosé Brut 2002 0,75 l",1,0.75,1
41062,"Hobbs Shiraz - Viognier 2006 0,75 l",1,0.75,1
41063,"Schwarz Wine Company Nitschke Block Shiraz 2005 0,75 l",NULL,0.75,NULL
41064,"Schwarz Wine Company Nitschke Block Shiraz 2005 0,75 l",1,0.75,NULL
41065,"Gilberts Shiraz 1999 0,75 l",NULL,0.75,NULL
41066,"Gilberts Shiraz 1999 0,75 l",NULL,0.75,NULL
41069,"Weingut Veyder-Malberg 2B - Riesling von 2 Terrassen 2016 0,75 l",1,0.75,1
41070,"Val di Suga Brunello di Montalcino 1981 0,75 l",NULL,0.75,NULL
41071,"Weingut Johann Baptist Schäfer Dorsheimer Pittermännchen Riesling Grosses Gewächs 2016 0,75 l",1,0.75,NULL
41072,"Chateau Smith-Haut-Lafitte Chateau Smith-Haut-Lafitte blanc 1998 0,75 l",1,0.75,1
41073,"Chapoutier, Max Cornas 1998 0,75 l(1)",1,0.75,NULL
41074,"Chapoutier, Max Ermitage de L'Oree blanc 1998 0,75 l",1,0.75,1
41075,"Chapoutier, Max Ermitage Le Meal blanc 2000 0,75 l",1,0.75,1
41076,"Chateau Rayas Fonsalette Cote du Rhone Reserve 1999 0,75 l",1,0.75,NULL
41077,"Domaine Jean-Louis Chave Hermitage blanc 2006 0,75 l",1,0.75,1
41078,"Domaine Jean-Louis Chave Hermitage blanc 2006 0,75 l",1,0.75,1
41079,"Domaine Jean-Louis Chave Hermitage blanc 2006 0,75 l",1,0.75,1
41080,"Chateau Cheval Blanc Le Petit Cheval, 2e vin de Cheval Blanc 2005 0,75 l",1,0.75,NULL
41081,"Chateau Figeac 2008 0,75 l",1,0.75,1
41082,"Weingut Clemens Busch Pündericher Marienburg Riesling Auslese Lange Goldkapsel 2018 0,375 l",1,0.37,1
41083,"Weingut Clemens Busch Pündericher Marienburg Riesling Grosses Gewächs 2020 1,5 l",NULL,1.5,1
41084,"Weingut Clemens Busch Pündericher Marienburg Riesling Grosses Gewächs 2020 1,5 l",NULL,1.5,1
41085,"La Trava Barbaresco Mossiere 2018 5,0 l",1,5,NULL
41086,"La Trava Barbaresco Mossiere 2019 3,0 l",1,3,NULL
41087,"La Trava Barbaresco Mossiere 2019 3,0 l",1,3,NULL
41088,"Barone Ricasoli Chianti Classico ""Brolio"" Riserva 2010 3,0 l",1,3,NULL
41089,"Barone Ricasoli Chianti Classico ""Brolio"" Riserva 2011 3,0 l",1,3,1
41090,"Nikolaihof Grüner Veltliner ""Im Weingebirge Baumpresse"" 2013 0,75 l",1,0.75,1
41091,"Nikolaihof Grüner Veltliner ""Im Weingebirge Baumpresse"" 2013 0,75 l",1,0.75,1
41092,"Chateau Mouton-Rothschild 1982 0,75 l",1,0.75,1
41136,"Billecart Salmon Brut Reserve NV 1,5 l",1,1.5,1
41093,"Chateau Mouton-Rothschild 1982 0,75 l",1,0.75,1
41094,"Chateau Mouton-Rothschild 1983 0,75 l",1,0.75,1
41095,"Chateau Mouton-Rothschild 1984 0,75 l",1,0.75,NULL
41096,"Chateau Mouton-Rothschild 1985 0,75 l",1,0.75,1
41097,"Chateau Mouton-Rothschild 1986 0,75 l",1,0.75,1
41098,"Chateau Mouton-Rothschild 1986 0,75 l",1,0.75,1
41099,"Chateau Mouton-Rothschild 1987 0,75 l",1,0.75,NULL
41100,"Chateau Mouton-Rothschild 1987 0,75 l",1,0.75,NULL
41101,"Chateau Mouton-Rothschild 1987 0,75 l",1,0.75,NULL
41102,"Chateau Pichon Longueville Comtesse de Lalande 2019 0,75 l",1,0.75,1
41103,"Chateau Pontet-Canet 2018 0,75 l",1,0.75,1
41104,"Chateau Pontet-Canet 2019 0,75 l",1,0.75,1
41105,"Chateau Pontet-Canet 2019 0,75 l",1,0.75,1
41106,"Chateau Haut-Bailly 2019 0,75 l",1,0.75,1
41107,"Chateau Les Carmes Haut-Brion 2018 0,75 l",1,0.75,1
41108,"Chateau Les Carmes Haut-Brion 2018 0,75 l",1,0.75,1
41109,"Chateau Les Carmes Haut-Brion 2019 0,75 l",1,0.75,1
41110,"Chateau Les Carmes Haut-Brion 2019 0,75 l",1,0.75,1
41111,"Chateau Hosanna 2018 0,75 l",1,0.75,1
41112,"Chateau Haut-Brion 1986 0,75 l",1,0.75,1
41113,"Chateau Haut-Brion 1988 0,75 l",1,0.75,1
41114,"Chateau Haut-Brion 1994 0,75 l",1,0.75,1
41115,"Chateau Haut-Brion 1999 0,75 l",1,0.75,1
41116,"Chateau Haut-Brion 1999 0,75 l",1,0.75,1
41117,"Chateau La Mission-Haut-Brion 1994 0,75 l",1,0.75,1
41118,"Chateau La Mission-Haut-Brion 1996 0,75 l",1,0.75,1
41119,"Chateau La Tour Haut-Brion 1955 0,75 l",1,0.75,1
41120,"Chateau La Tour Haut-Brion 1982 0,75 l",1,0.75,1
41121,"Chateau La Tour Haut-Brion 1982 0,75 l",1,0.75,1
41122,"Mascarello, Giuseppe Barolo Monprivato 2001 1,5 l",1,1.5,1
41123,"Mascarello, Giuseppe Barolo Monprivato 2001 1,5 l",1,1.5,1
41124,"Taittinger Comtes de Champagne Blanc de Blanc Brut 1964 0,75 l",NULL,0.75,NULL
41125,"Chateau la Caderie 2001 0,75 l(3)",1,0.75,NULL
41126,"Chateau Barrabaque 1998 0,75 l(1)",1,0.75,NULL
41127,"Chateau Joanin Becot 2009 0,375 l",1,0.37,NULL
41128,"Maison Roche de Bellene (by Potel, Nicolas) Vosne Romanee Les Rouges Dessus 1er Cru 2001 0,75 l",1,0.75,NULL
41129,"Chateau Belgrave 2000 0,75 l(1)",1,0.75,NULL
41130,"Chateau Sociando-Mallet 2000 0,75 l(2)",1,0.75,1
41131,"Chateau Sociando-Mallet 2001 1,5 l",1,1.5,1
41132,"Weingut Karl W. Faust Martinsthaler Langenberg Riesling Beerenauslese 2011 0,5 l",1,0.5,NULL
41133,"Weingut Karl W. Faust Martinsthaler Langenberg Riesling Beerenauslese 2011 0,5 l",1,0.5,NULL
41134,"Raveneau Chablis Montee de Tonnerre 1er Cru 2009 0,75 l",1,0.75,1
